timestamp,S↦S,Spike,K↦S,S↦K,Spike_deg,K↦Spike,K,S,S↦G,K_deg,S_deg,K↦K,G_deg,K_inact,K↦G,K↦K_inact,S↦S_inact,G,S_inact,S↦K_inact,S↦Spike,K↦S_inact
41.0,0.09364092700849631,42157.34609090212,4.6452414110426406e-5,0.003980916144446343,18517.727312369287,967.348773823312,2.0344140930899104,10639.566131354362,757.9324470545723,32029.695264359434,140.45278016996542,0.007298519947769479,40783.823484423796,3.5735999053047623e-9,0.9028486526904442,2.5240176111911753e-11,0.05927360109788551,672457.3412198555,17104.160887407623,6.993081945513136e-12,4357.577822914038,7.467063111608187e-5
42.0,0.09055381145885166,41952.17508133272,4.628807969114584e-5,0.003966832761574181,18818.455002974628,965.5540381247579,2.061438099491355,10462.806092108036,744.825888975753,32031.451361555766,143.22576405965793,0.007464076716781899,41302.06396517311,3.679625218676002e-9,0.914144049205339,2.306190850807837e-11,0.05924698850104629,671952.19600179,17385.022685646974,7.081129194881681e-12,4263.815877579937,7.690408850356942e-5
43.0,0.0875595781854063,41751.29521637064,4.612318398570265e-5,0.003952701317741973,19112.75438568799,963.7648218800007,2.0888797403823136,10288.451091709525,731.9163728122895,32033.20130926792,145.96877324604426,0.007645801165575989,41811.41523746481,3.789086075685509e-9,0.9256195272947741,2.1722129356780774e-11,0.05918593839911643,671455.7427701803,17661.180617083453,7.170446903455293e-12,4172.185576075718,7.916497122681512e-5
44.0,0.08465632927772873,41554.6109618495,4.595743913374799e-5,0.003938497194126569,19400.771654004286,961.9811513266005,2.1167378451109973,10116.488387778125,719.2021011761486,32034.945091740003,148.68158707839356,0.00783965990745272,42312.01257864006,3.902072044167283e-9,0.937273865835207,2.0991019485143116e-11,0.05909179194208327,670967.8480463098,17932.7001289476,7.260954892243354e-12,4082.6362328243345,8.145369856591691e-5
45.0,0.0818421646280039,41362.02784656526,4.579059202736716e-5,0.003924198749297416,19682.65140443185,960.2030526734768,2.1450134105583984,9946.904238951583,706.6812205478329,32036.682686753124,151.36401227496887,0.008043258683921656,42803.99183907982,4.018684001621623e-9,0.9491068921402174,2.0704040093977734e-11,0.05896586858475048,670488.3778334734,18199.647162076326,7.352577514953804e-12,3995.11769633045,8.37707885526879e-5
46.0,0.0791151449251884,41173.45198347374,4.56224112704986e-5,0.0039097862024193505,19958.53736839142,958.4305524638401,2.1737088743519304,9779.683782306438,694.3518064228055,32038.414067583046,154.01588323178382,0.008255217924866306,43287.4902274226,4.139033318069502e-9,0.9611191246917629,2.074445715500347e-11,0.058809489244635874,670017.1968470146,18462.088541546436,7.445240015005027e-12,3909.5800956790067,8.611682519134791e-5
47.0,0.07646780507183197,40988.80298265811,4.545492108791367e-5,0.003895432275226047,20228.555817708428,956.6636747415407,2.2028173514040277,9614.815298751048,682.2119602075325,32040.139218315493,156.63708155425817,0.008474774200363149,43762.62988842579,4.263183103144443e-9,0.9733106760730919,2.1035177475733766e-11,0.05862746624831759,669554.1848406732,18720.08391459238,7.539616482970126e-12,3825.9775248981387,8.848814852325866e-5
48.0,0.0739032944957684,40807.993082080684,4.52861288706586e-5,0.003880966939961982,20492.83844930539,954.9024446062645,2.232349788506879,9452.281470158783,670.2599160657337,32041.858102378494,159.22748940184627,0.008701497535289425,44229.539810418755,4.391280258671167e-9,0.985683096701804,2.1515985548024995e-11,0.05841780663707828,669099.214590394,18973.696441032233,7.635063564267281e-12,3744.2660240211103,9.08887589435482e-5
49.0,0.07142002278796633,40630.932979761375,4.511570164675086e-5,0.0038663617526888787,20751.521774681372,953.1468889988896,2.262310910416993,9292.064993161,658.4936484411874,32043.570687149037,161.78701548272363,0.008935188743843065,44688.35572149759,4.523456623239459e-9,0.9982377734313942,2.2143046387649297e-11,0.058181543377137414,668652.1523922613,19222.992778294498,7.731464337655703e-12,3664.398356573718,9.331955844194505e-5
50.0,0.06901338985182197,40457.53817422803,4.494455271713487e-5,0.0038516946481395335,21004.736683881085,951.3970347311158,2.2926999684400067,9134.149281815888,646.91105244558,32045.27694552521,164.31560268219613,0.009175800399116892,45139.20989102232,4.659822559781396e-9,1.010975762443466,2.2887630572486968e-11,0.05792159022437423,668212.868080747,19468.038093424035,7.82912533056435e-12,3586.328107172811,9.577909253572949e-5
51.0,0.06667975715135804,40287.74009703384,4.4773515916498806e-5,0.0038370368179935065,21252.589383389797,949.6529040251372,2.3235156730745907,8978.52025212405,635.5103762486616,32046.976855673358,166.81321844003006,0.009423345408390961,45582.21075076461,4.800466746567441e-9,1.0238978663962757,2.373166111613247e-11,0.05764021438654143,667781.2549751028,19708.8859176493,7.928352853154852e-12,3510.0176155626973,9.826601070359553e-5
52.0,0.06442177345441341,40121.451843636016,4.460054617841354e-5,0.0038222136847446456,21495.210246157232,947.91452449588,2.3547710284803087,8825.156741278593,624.2895966892956,32048.670374724195,169.27983387383705,0.009677938965142309,46017.49308480895,4.9455718216011195e-9,1.037006280687878,2.4659533685622804e-11,0.057335703538613614,667357.1803122107,19945.60295991825,8.028436189802974e-12,3435.423385728802,0.00010078449547813332
53.0,0.062235276981458025,39958.59100395736,4.442641219889682e-5,0.0038072908522452614,21732.726635729563,946.1819244729248,2.386466189802287,8674.039457055678,613.2464708008858,32050.357472616328,171.71545824457274,0.009939713692310085,46445.19084369088,5.095269197505731e-9,1.0503022488690923,2.566183193668189e-11,0.057010626086841515,666940.5123832462,20178.255731199373,8.129633903405899e-12,3362.500435853063,0.00010333338735898513
54.0,0.0601150626205803,39799.09799208138,4.425278954306926e-5,0.0037924113811775243,21965.231941309838,944.4551253073527,2.4185956688635173,8525.154615954703,602.3792552055583,32052.03813272746,174.12011343842218,0.01020876467820488,46865.403202124304,5.24963065835243e-9,1.0637861981074184,2.6733397958463372e-11,0.05666817998406894,666531.1537564641,20406.893565080867,8.232567653140486e-12,3291.214941322861,0.0001059097289299574
55.0,0.058065071473057554,39642.88950124484,4.407693707117171e-5,0.0037773412415097324,22192.850130743314,942.734155449322,2.4511762073233503,8378.478559833691,591.6858750030357,32053.712307096423,176.49383228569198,0.010485303691245602,47278.263315913704,5.408873844253783e-9,1.0774607069220443,2.7870047635195008e-11,0.05630580973118116,666128.9733483722,20631.58284863491,8.336242993210498e-12,3221.526212576151,0.0001085190262588877
56.0,0.05607976474992073,39489.889614260035,4.39003847924398e-5,0.0037622110506898656,22415.69940418711,941.0190436083858,2.4842040373103322,8233.99126076045,581.1640140280281,32055.379969437283,178.8366864803596,0.010769500563335624,47683.900332188394,5.5731232410471265e-9,1.0913266504801282,2.9070001865342122e-11,0.05592687987984616,665733.8443271266,20852.388170237264,8.441208446438359e-12,3153.391937957175,0.00011115866464245035
57.0,0.05415652071189671,39340.043803611006,4.3723794744474123e-5,0.0037470773513163104,22633.863878080836,939.3098105300872,2.5176782254392713,8091.677520338844,570.8120295878927,32057.041098893857,181.1487344607747,0.011061484285554651,48082.40688135256,5.742476751196613e-9,1.1053847567322308,3.033260191119401e-11,0.05553292764423348,665345.6757042997,21069.355924296156,8.547736473891623e-12,3086.7825077903867,0.0001138276001093202
58.0,0.05229815922627922,39193.26966333175,4.3544692624910166e-5,0.003731728858707729,22847.46658394333,937.6064870291829,2.5516147703412604,7951.51130045292,560.6276407557041,32058.695645741263,183.43007380302103,0.011361509624977157,48473.920156882064,5.917176443116223e-9,1.1196376415827902,3.165829770562668e-11,0.055122073124882154,664964.3325646936,21282.554986987336,8.654875714056061e-12,3021.6572657027,0.0001165308314756212
59.0,0.05049669443415119,39049.50517065532,4.336618315465314e-5,0.0037164306838583573,23056.60601210172,935.9090993255155,2.586001240213554,7813.4750021621985,550.6086678160519,32060.343595730934,185.68081920074113,0.011669717261047185,48858.55172368358,6.097297938129063e-9,1.1340852158633694,3.3048044073660085e-11,0.054699143707455246,664589.705523243,21492.041522118383,8.763817514335677e-12,2957.9797179219227,0.00011926272052384772
60.0,0.048754792043232326,38908.69211197976,4.3186236518965826e-5,0.003701009503987506,23261.36859952835,934.2176701726128,2.6208502733977332,7677.5488014293915,540.7534453451394,32061.984911290005,187.90106497882843,0.011986303858697476,49236.40007126278,6.28302955715291e-9,1.1487294374279353,3.450320195379166e-11,0.054262364589837006,664221.697753956,21697.865169424538,8.873792611544583e-12,2895.7216183356154,0.00012202733602421052
61.0,0.04707126043934041,38770.75137321662,4.3004232577084426e-5,0.003685412346877775,23461.874540621917,932.5322327018985,2.656168844110962,7543.705877413399,531.0594388903056,32063.619549994186,190.0909766401547,0.012311529224405674,49607.60430719146,6.474596730932557e-9,1.1635721632072382,3.602633666031903e-11,0.05381230603876478,663860.172681744,21900.096233210184,8.984522179798731e-12,2834.8418534704883,0.00012482615057027546
62.0,0.0454390449548082,38635.63978799314,4.282342611424926e-5,0.003669917174881673,23658.1931853121,930.8528069361497,2.6919424101592484,7411.932952287148,521.524973004407,32065.247506532025,192.25066930565467,0.012645486356081604,49972.245510296765,6.6720329626477015e-9,1.178612759202007,3.761891223325093e-11,0.05335318861341318,663505.050903928,22098.775760712957,9.097340479754495e-12,2775.314219751589,0.0001276531872794193
63.0,0.04386358568619461,38503.284110807566,4.26397545190573e-5,0.003654177036435551,23850.43183172042,929.1794234405284,2.728195004969389,7282.201922090682,512.1478764337819,32066.86872277797,194.38031198870345,0.012988480815015975,50330.450250036774,6.875650745418969e-9,1.1938544859424434,3.928414932345193e-11,0.05288149123611258,663156.2080190219,22293.967937953697,9.210582791605634e-12,2717.1046340491853,0.00013051639940390305
64.0,0.04233760091689077,38373.625150931926,4.245635776702902e-5,0.00363846008808211,24038.6840251192,927.5121107507811,2.7649134066422354,7154.492281078303,502.92584585707397,32068.483183093027,196.48009213377873,0.013340678527331604,50682.33064666478,7.085549886975692e-9,1.2092970699006507,4.1024829705018166e-11,0.0524015064209629,662813.5342103826,22485.72977518253,9.325533573188034e-12,2660.1787132214986,0.00013341008767075508
65.0,0.04086267931741043,38246.615434079074,4.227170676663171e-5,0.0036226357464728743,24223.02037588676,925.8508901854174,2.802107532479693,7028.785334101281,493.8573287293771,32070.09085438679,198.55014605149134,0.013702272607267077,51027.97171987841,7.301916017485486e-9,1.224942109737362,4.284341447722563e-11,0.05191211797905363,662476.9460092838,22674.104540427554,9.441575821799431e-12,2604.5132998555164,0.0001363373242128835
66.0,0.039437781662471874,38122.181650260565,4.208511053564133e-5,0.003606644985899746,24403.551885662735,924.1957967517051,2.8397844335256903,6905.051977095261,484.93970768223113,32071.691692303306,200.59071878235,0.014073557944821886,51367.50911395771,7.525015685939034e-9,1.2407913696507926,4.4744154651763954e-11,0.051413741674782604,662146.3103869815,22859.161438021696,9.558372109489057e-12,2550.0706673332597,0.00013929968198053068
